date,value
2025/10/31,40 
2025/11/1,40 
2025/11/2,21 
2025/11/3,47 
2025/11/4,56 
2025/11/5,77 
2025/11/6,7 
2025/11/7,39 
2025/11/8,54 
2025/11/9,37 
2025/11/10,60 
2025/11/11,60 
2025/11/12,79 
2025/11/13,44 
2025/11/14,46 
2025/11/15,53 
2025/11/16,21 
2025/11/17,56 
2025/11/18,65 
2025/11/19,81 
2025/11/20,37 
2025/11/21,33 
2025/11/22,49 
2025/11/23,25 
2025/11/24,74 
2025/11/25,46 
2025/11/26,77 
2025/11/27,32 
2025/11/28,12 
2025/11/29,56 
2025/11/30,25 
2025/12/1,51 
2025/12/2,49 
2025/12/3,74 
2025/12/4,16 
2025/12/5,30 
2025/12/6,63 
2025/12/7,18 
2025/12/8,35 
2025/12/9,53 
2025/12/10,68 
2025/12/11,21 
2025/12/12,33 
2025/12/13,60 
2025/12/14,18 
2025/12/15,44 
2025/12/16,75 
2025/12/17,81 
2025/12/18,32 
2025/12/19,60 
2025/12/20,49 
2025/12/21,28 
2025/12/22,67 
2025/12/23,72 
2025/12/24,86 
2025/12/25,32 
2025/12/26,47 
2025/12/27,46 
2025/12/28,18 
2025/12/29,58 
2025/12/30,82 
2025/12/31,72 
